001214,MOP Barrandov OŘP Praha II.,3,"<Polygon><outerBoundaryIs><LinearRing><coordinates>14.373282154051644,50.055481602592955 14.381672373988964,50.055051019922992 14.383096790540531,50.055114137335657 14.3839668534049,50.055264193507661 14.385949820123022,50.055812508950297 14.387097072680845,50.05605062111578 14.389029573366376,50.056176968818555 14.393348766837743,50.056152234284497 14.39725053492568,50.05603582233956 14.398668259405262,50.055709596237996 14.404173869452439,50.052236460901739 14.407781755437671,50.048860650328152 14.409154281844556,50.051732535204849 14.412800011051932,50.050755121773598 14.410293353423494,50.044718821862475 14.397986426865085,50.028526131286988 14.40246305195326,49.998615333317467 14.392294633076913,49.995455772967659 14.376275028864347,50.005267368783237 14.373588514253729,50.006878820121237 14.372949176103162,50.007166781293009 14.356807499631467,50.009117585686319 14.356351247044941,50.009094847621093 14.336683540728636,50.006243794656143 14.325924709264118,50.009904188214009 14.326267353960084,50.010335263715334 14.330180882761674,50.022160078009428 14.333831939031684,50.030859903695742 14.335685076029131,50.031622461547265 14.336013505385763,50.031734597952251 14.355324509068625,50.036976207675707 14.376206771763101,50.038218655396115 14.377004705763223,50.038266615210745 14.377941285331453,50.038332443763963 14.378520402107748,50.03837626048022 14.378577109556453,50.038382577074302 14.378695657857127,50.038444862204337 14.378840140536903,50.038544581270521 14.38313808193522,50.04159406099604 14.383531530185296,50.041961706182384 14.384589865181267,50.043470847014873 14.384511425352096,50.043843270337511 14.38419539296158,50.044805144155745 14.381181949339899,50.051410918192822 14.375618075350598,50.05429066244772 14.373282015715226,50.055481590281758 14.373282154051644,50.055481602592955</coordinates></LinearRing></outerBoundaryIs></Polygon>
  ",27876,21.88309626350,"Werichova 981/21, 152 00 Praha 5",974855720,974855728,p2mopbrn@mvcr.cz
001110,MOP Bartolomějská Praha I.,3,"<Polygon><outerBoundaryIs><LinearRing><coordinates>14.419778901658487,50.086602612830653 14.423520875625602,50.084264820639781 14.411583536326676,50.075660858998383 14.410422357262394,50.072751734621875 14.409178398986626,50.081354184058654 14.412968145795725,50.089586632718898 14.419778901658487,50.086602612830653</coordinates></LinearRing></outerBoundaryIs></Polygon>
  ",3703,0.76623771170,"Bartolomějská 347/14, 110 00 Praha 1",974851700,974851708,p1mopbar@mvcr.cz
001111,MOP Benediktská Praha I.,3,"<Polygon><outerBoundaryIs><LinearRing><coordinates>14.426841836122376,50.094368067914083 14.436685244131965,50.094370872013776 14.437406569700219,50.089445702986218 14.437266698644308,50.086667028238736 14.431065541534181,50.079741909116201 14.426004158639957,50.082557605296365 14.423520875625602,50.084264820639781 14.419778901658487,50.086602612830653 14.412968145795725,50.089586632718898 14.414962701311628,50.092072935443731 14.426841836122376,50.094368067914083</coordinates></LinearRing></outerBoundaryIs></Polygon>
  ",12932,1.72512055997,"Benediktská 692/1, 110 00  Praha 1 ",974889210,974889221,p1mopben@mvcr.cz
001315,MOP Bohnice Praha III.,3,"<Polygon><outerBoundaryIs><LinearRing><coordinates>14.44873329547144,50.153165199679002 14.45607290081084,50.140959255211058 14.456500837385517,50.137098293197113 14.445118526626214,50.145326176092134 14.434161039515887,50.123423324534777 14.404127148429611,50.129998862436842 14.400947570862588,50.129464114701726 14.398166316546757,50.143524364806048 14.422577816934314,50.149908568300674 14.44873329547144,50.153165199679002</coordinates></LinearRing></outerBoundaryIs></Polygon>
  ",36677,8.65782256213,"Lodžská 750/5, 181 00 Praha 8",974858730,974858738,p3mopboh@mvcr.cz
001115,MOP Břevnov Praha I.,3,"<Polygon><outerBoundaryIs><LinearRing><coordinates>14.386013874433377,50.098529838191979 14.387744992524933,50.098232911583366 14.403954606867538,50.094201438052842 14.397650559196494,50.08000175632764 14.392565416615897,50.078159828480601 14.354322745830599,50.077287011045136 14.341839075016686,50.075416189316279 14.325460177267896,50.07454857074017 14.323768722181491,50.076230756554168 14.329044989097358,50.090661003418283 14.331697119149682,50.090644049020888 14.358003748886301,50.091564711878284 14.364587157899361,50.092066882845124 14.366223530134834,50.093418536057634 14.366098784231871,50.095282867912573 14.367316151330614,50.095653775201122 14.367656293970615,50.095753746740222 14.367963909423489,50.095829130075089 14.368152929027833,50.095870725514359 14.368336539003234,50.095904668785593 14.369042097700214,50.096019897785524 14.383647026485136,50.09839768851954 14.384157450079519,50.098471706380806 14.384837461150477,50.098551071762941 14.385308093536525,50.098589601408726 14.38571575399258,50.098575067401782 14.385962970152908,50.098537570868075 14.386013874433377,50.098529838191979</coordinates></LinearRing></outerBoundaryIs></Polygon>
  ",36089,9.11561632208,"Ve Střešovičkách 1990/55, 160 00 Praha 6",974856700,974856708,p1mopbre@mvcr.cz
001116,MOP Dejvice Praha I.,3,"<Polygon><outerBoundaryIs><LinearRing><coordinates>14.368022403370043,50.14743128723795 14.398166316546757,50.143524364806048 14.400947570862588,50.129464114701726 14.396433405164172,50.122943053946912 14.395901552904329,50.122051631119334 14.396035423895817,50.121214335816546 14.396420469319063,50.120476187657381 14.405711286506465,50.106753672296136 14.406087226708085,50.106336723873419 14.407366984086147,50.104923171486234 14.407544856156587,50.104727188275888 14.411512821068062,50.10403132555539 14.418234118589488,50.103215947394148 14.409144300587149,50.095231102247851 14.403954606867538,50.094201438052842 14.387744992524933,50.098232911583366 14.38424255915354,50.107636263337675 14.367100552636899,50.11146424565402 14.361650614131761,50.116318688291294 14.358886282895568,50.121388684911842 14.354494250266207,50.136333786718545 14.354208900180081,50.137588676237918 14.356692862770101,50.141471952725304 14.362202601307365,50.146681397885644 14.36552221382871,50.147901982298471 14.368022403370043,50.14743128723795</coordinates></LinearRing></outerBoundaryIs></Polygon>
  ",36820,14.42917989540,"Pelléova 1050/21, 160 00 Praha 6",974856740,974856748,p1mopdej@mvcr.cz
001120,MOP Holešovice Praha I.,3,"<Polygon><outerBoundaryIs><LinearRing><coordinates>14.446799938070743,50.096230559995348 14.437133686628886,50.094410044623693 14.43714594804954,50.097524758444379 14.445393039498306,50.11349285415335 14.451301901880289,50.113154574462058 14.446799938070743,50.096230559995348</coordinates></LinearRing></outerBoundaryIs></Polygon>
  ",15208,2.10913831850,"Přístavní 1245/41, 170 00 Praha 7",974857710,974857718,p1mophol@mvcr.cz
001321,MOP Horní Počernice Praha III.,3,"<Polygon><outerBoundaryIs><LinearRing><coordinates>14.60859038760851,50.127195523512896 14.632373811813002,50.129973788522342 14.659188612088537,50.122673933367913 14.657508346643169,50.106570746720514 14.658382950375271,50.103450134483381 14.642580216384541,50.092125693939835 14.641855211303307,50.091825873882627 14.637759737311418,50.090144874303078 14.633233482342961,50.091663180475315 14.628768694723776,50.093589384771171 14.626345902637452,50.094767225709013 14.606601153260732,50.092619821825046 14.60417906999708,50.092246048769113 14.604048671080383,50.0901570563734 14.603993134574566,50.089266365865036 14.604763406096286,50.08807065504709 14.604692596222614,50.087661036037879 14.596585430308807,50.085804448246471 14.5957404850913,50.08570182517812 14.595377973868619,50.085667476926737 14.595237517864993,50.085665510420888 14.594420717224525,50.085667849773586 14.59166382831482,50.085899210485536 14.588359538488026,50.086792184666329 14.585051935040068,50.089827302061316 14.586341357682574,50.091273310730848 14.589928421530706,50.093998965341761 14.579945410138386,50.117286286500956 14.604642004153245,50.128484536803526 14.60859038760851,50.127195523512896</coordinates></LinearRing></outerBoundaryIs></Polygon>
  ",15015,18.51185449940,"Náchodská 2032/115 , 193 00 Praha 9",974859750,974859750,p3moppoc@mvcr.cz
001418,MOP Hostivař Praha IV.,3,"<Polygon><outerBoundaryIs><LinearRing><coordinates>14.523099863328595,50.086725993887754 14.539091432315431,50.081029360487868 14.538421192684858,50.076980937457208 14.53767119709064,50.07171778159119 14.537595997146566,50.071139544382525 14.537597958672272,50.070196121638112 14.537721048982696,50.068945623870768 14.5399873427898,50.069162024911158 14.542686167655058,50.069512584682741 14.547333804725923,50.067036358923765 14.54847597371023,50.066389557537725 14.549175907623912,50.065910417859882 14.552551880949446,50.063583528567385 14.565537863340856,50.05327533772661 14.567127004722396,50.051953257636782 14.571045283291337,50.047527386190772 14.57199973653139,50.043983874342516 14.571524002993572,50.041076704798471 14.564941489611966,50.031384984265223 14.558829279940211,50.029571653738287 14.549348770420881,50.027594296897838 14.549462659130253,50.028027463829417 14.549616442096013,50.029509965013318 14.543640187670361,50.038110036445183 14.538832860508823,50.040086189211245 14.537915917460449,50.040173028314349 14.53776535852019,50.040179441889954 14.537330781454624,50.040161070392749 14.53711531626646,50.040145918800597 14.536828641546027,50.040125709167711 14.534141051833995,50.039795174338629 14.533935653970504,50.039751045145167 14.533582424998816,50.039669735107069 14.533190917882736,50.039533529344517 14.532895356839225,50.039430683089819 14.532931470651299,50.039320422146844 14.532950770127908,50.039247071004588 14.532918963802796,50.039130858484427 14.53277278227241,50.038919146081703 14.532709645459276,50.038827863820693 14.532260845135847,50.038610774467102 14.531876751621793,50.038462872125955 14.530740157067271,50.038250377369252 14.525678610525739,50.03734584713888 14.523890506963044,50.037393651423884 14.523667739811177,50.037400427740728 14.514527921044582,50.039607720269665 14.514445110348897,50.039632845969521 14.511382765298739,50.040611607346293 14.511268268535858,50.040673240768868 14.512870895671551,50.043411497835393 14.502712706621143,50.044529488983152 14.517790954810312,50.061489332166879 14.523318019096937,50.067086662292205 14.523577374600167,50.06882794710809 14.523582409775337,50.0700141959598 14.523575577993221,50.07024371708799 14.523507499416842,50.070888637310453 14.523463376323878,50.071299729878859 14.523406367413688,50.071689094750866 14.523165069996699,50.073099298552506 14.523118424752731,50.073344385787024 14.523075258781788,50.073496405171802 14.521811579392327,50.07639154069625 14.521301677152573,50.077490913574344 14.521195880866424,50.077568388645886 14.519589730814429,50.077646091688713 14.517262775186399,50.077752941898638 14.514397235406014,50.077882013708134 14.51421416809,50.077890183775231 14.512336440687422,50.077935708344782 14.511976106178635,50.077941298560368 14.50878013876202,50.077851407081901 14.507273331591938,50.084161960065934 14.518463911635592,50.086576475650041 14.523084738768894,50.088014098654568 14.523099863328595,50.086725993887754</coordinates></LinearRing></outerBoundaryIs><innerBoundaryIs><LinearRing><coordinates>14.559717677974152,50.040154766994903 14.560669099051594,50.04005594151073 14.559842748789352,50.040141792477705 14.559717677974152,50.040154766994903</coordinates></LinearRing></innerBoundaryIs></Polygon>
  ",37840,15.50441604150,"Milánská 419, 109 00 Praha 10",974860720,974860728,orp4zrup@mvcr.cz 
001310,MOP Jarov Praha III.,3,"<Polygon><outerBoundaryIs><LinearRing><coordinates>14.478726272407634,50.097449393890734 14.503384771883734,50.089735227865489 14.470123907433623,50.076136632963454 14.466457979788887,50.075952878913832 14.459797990415542,50.08867912592973 14.461105465411357,50.089692842887288 14.461847135438171,50.089953160695941 14.466150953573129,50.090739494545566 14.46937894821882,50.091247763756392 14.472929653541209,50.09352075079029 14.475429466281861,50.09582796573833 14.475198516860841,50.096119177078585 14.478556830689513,50.097781142460015 14.478726272407634,50.097449393890734</coordinates></LinearRing></outerBoundaryIs></Polygon>
  ",29779,3.52774818529,"Koněvova 2743/103, 130 00 Praha 3",974853700,974853708,p3mopjar@mvcr.cz
