N_GEO_1,C,36,N_OBECKOD,N,9,2,N_OBEC,C,37,N_CASTOBCE,N,9,2,N_KU,N,9,2,N_CASTOBC2,C,37,N_ZSJKOD,N,9,2,N_ZSJ,C,36,N_OBVYKLEB,N,8,2,N_TRVALEB,N,8,2,N_KRAJKOD,C,5,N_KRAJ,C,15,N_OKRESKOD,C,6,N_OKRES,C,19,N_ORPKOD,N,7,2,N_ORP,C,32,N_OOP,C,32,N_OOPMOP,C,33,N_AREAKM2,C,13
Bezručovo náměstí,505927,Opava,413941,711578,Předměstí (Opava),111660,Bezručovo náměstí,2285,2363,CZ080,Moravskoslezský,CZ0805,Opava,8117,Opava,OOP Opava,OOP Opava,0.2554323478
Přední Guslice,505927,Opava,413941,711578,Předměstí (Opava),111651,Přední Guslice,20,25,CZ080,Moravskoslezský,CZ0805,Opava,8117,Opava,OOP Opava,OOP Opava,0.5423848041
Kylešovický kopec,505927,Opava,413941,711578,Předměstí (Opava),111643,Kylešovický kopec,2342,2381,CZ080,Moravskoslezský,CZ0805,Opava,8117,Opava,OOP Opava,OOP Opava,0.7203901577
Vávrovická,505927,Opava,111732,711730,Jaktař,328944,Vávrovická,32,29,CZ080,Moravskoslezský,CZ0805,Opava,8117,Opava,OOP Opava,OOP Opava,0.0146758492
Květinová,505927,Opava,111732,711730,Jaktař,318949,Květinová,810,828,CZ080,Moravskoslezský,CZ0805,Opava,8117,Opava,OOP Opava,OOP Opava,0.2212299157
Palhanecká,505927,Opava,111732,711730,Jaktař,305367,Palhanecká,22,21,CZ080,Moravskoslezský,CZ0805,Opava,8117,Opava,OOP Opava,OOP Opava,0.5386186504
Grundy,505927,Opava,111732,711730,Jaktař,111741,Grundy,0,0,CZ080,Moravskoslezský,CZ0805,Opava,8117,Opava,OOP Opava,OOP Opava,3.7574797579
Jaktař,505927,Opava,111732,711730,Jaktař,111732,Jaktař,1530,1522,CZ080,Moravskoslezský,CZ0805,Opava,8117,Opava,OOP Opava,OOP Opava,1.286943164
Kateřinky-východ,505927,Opava,413909,711756,Kateřinky,305383,Kateřinky-východ,3365,3434,CZ080,Moravskoslezský,CZ0805,Opava,8117,Opava,OOP Opava,OOP Opava,0.2584872222
Za humny,505927,Opava,413909,711756,Kateřinky,305375,Za humny,858,847,CZ080,Moravskoslezský,CZ0805,Opava,8117,Opava,OOP Opava,OOP Opava,0.7923786758
Holasická,505927,Opava,413909,711756,Kateřinky,305359,Holasická,22,15,CZ080,Moravskoslezský,CZ0805,Opava,8117,Opava,OOP Opava,OOP Opava,0.2171388533
U Švédské kaple,505927,Opava,413909,711756,Kateřinky,111791,U Švédské kaple,1232,1224,CZ080,Moravskoslezský,CZ0805,Opava,8117,Opava,OOP Opava,OOP Opava,0.9171117824
Stříbrné jezero,505927,Opava,413909,711756,Kateřinky,111783,Stříbrné jezero,0,0,CZ080,Moravskoslezský,CZ0805,Opava,8117,Opava,OOP Opava,OOP Opava,0.2969404642
Wolkerova,505927,Opava,413909,711756,Kateřinky,111775,Wolkerova,1315,1211,CZ080,Moravskoslezský,CZ0805,Opava,8117,Opava,OOP Opava,OOP Opava,0.7264456495
Střední pole,505927,Opava,413909,711756,Kateřinky,111767,Střední pole,9,8,CZ080,Moravskoslezský,CZ0805,Opava,8117,Opava,OOP Opava,OOP Opava,10.8058332758
Kateřinky-západ,505927,Opava,413909,711756,Kateřinky,111759,Kateřinky-západ,7547,7739,CZ080,Moravskoslezský,CZ0805,Opava,8117,Opava,OOP Opava,OOP Opava,0.4732277696
Komárov II,505927,Opava,413917,711845,Komárov,305413,Komárov II,27,30,CZ080,Moravskoslezský,CZ0805,Opava,8117,Opava,OOP Opava,OOP Opava,1.1546007574
Kravařov,505927,Opava,413917,711845,Komárov,111899,Kravařov,225,227,CZ080,Moravskoslezský,CZ0805,Opava,8117,Opava,OOP Opava,OOP Opava,0.9425812409
Komárovské Chaloupky,505927,Opava,111864,711845,Komárovské Chaloupky,111864,Komárovské Chaloupky,157,158,CZ080,Moravskoslezský,CZ0805,Opava,8117,Opava,OOP Opava,OOP Opava,0.4121531174
Podhoří,505927,Opava,413917,711845,Komárov,111856,Podhoří,1,0,CZ080,Moravskoslezský,CZ0805,Opava,8117,Opava,OOP Opava,OOP Opava,3.2200238472
Komárov I,505927,Opava,413917,711845,Komárov,111848,Komárov I,981,991,CZ080,Moravskoslezský,CZ0805,Opava,8117,Opava,OOP Opava,OOP Opava,0.4714717882
Kylešovická osada,505927,Opava,413917,711845,Komárov,111830,Kylešovická osada,157,123,CZ080,Moravskoslezský,CZ0805,Opava,8117,Opava,OOP Opava,OOP Opava,1.4898159403
Podzámčí,576590,Opočno,111953,711951,Opočno,111961,Podzámčí,340,335,CZ052,Královéhradecký,CZ0524,Rychnov nad Kněžnou,5202,Dobruška,OOP Dobruška,OOP Dobruška,2.9879309584
Opočno,576590,Opočno,111953,711951,Opočno,111953,Opočno,2455,2508,CZ052,Královéhradecký,CZ0524,Rychnov nad Kněžnou,5202,Dobruška,OOP Dobruška,OOP Dobruška,6.7661870124
Oprechtice,554464,Zahořany,112020,712027,Oprechtice,112020,Oprechtice,138,130,CZ032,Plzeňský,CZ0321,Domažlice,3202,Domažlice,OOP Domažlice,OOP Kdyně,4.2268927739
Oráčov,542202,Oráčov,112071,712078,Oráčov,112071,Oráčov,293,325,CZ020,Středočeský,CZ020C,Rakovník,2121,Rakovník,OOP Jesenice,OOP Jesenice,9.2701082586
Čížkov,542202,Oráčov,112071,712078,Oráčov,112054,Čížkov,424,39,CZ020,Středočeský,CZ020C,Rakovník,2121,Rakovník,OOP Jesenice,OOP Jesenice,2.8782922307
Orlov,539911,Příbram,112275,712272,Orlov,112275,Orlov,277,277,CZ020,Středočeský,CZ020B,Příbram,2120,Příbram,OOP Příbram,OOP Příbram - venkov,3.0561677828
Dombrovec,599069,Orlová,413461,712434,Lazy,112402,Dombrovec,0,0,CZ080,Moravskoslezský,CZ0803,Karviná,8118,Orlová,OOP Orlová,OOP Orlová,0.2827952491
Podlesí,599069,Orlová,413461,712434,Lazy,112470,Podlesí,226,214,CZ080,Moravskoslezský,CZ0803,Karviná,8118,Orlová,OOP Orlová,OOP Orlová,2.1152716299
Na Kopci,599069,Orlová,413461,712434,Lazy,112461,Na Kopci,0,0,CZ080,Moravskoslezský,CZ0803,Karviná,8118,Orlová,OOP Orlová,OOP Orlová,1.4254652002
Panščok,599069,Orlová,413461,712434,Lazy,112453,Panščok,52,7,CZ080,Moravskoslezský,CZ0803,Karviná,8118,Orlová,OOP Orlová,OOP Orlová,0.9708754105
Průmyslový obvod,599069,Orlová,413461,712434,Lazy,112445,Průmyslový obvod,0,0,CZ080,Moravskoslezský,CZ0803,Karviná,8118,Orlová,OOP Orlová,OOP Orlová,0.3722998695
Chobotovka,599069,Orlová,413461,712434,Lazy,112437,Chobotovka,4,4,CZ080,Moravskoslezský,CZ0803,Karviná,8118,Orlová,OOP Orlová,OOP Orlová,0.8071611667
Krajčok,599069,Orlová,413488,712493,Poruba,319571,Krajčok,111,108,CZ080,Moravskoslezský,CZ0803,Karviná,8118,Orlová,OOP Orlová,OOP Orlová,0.6357953217
Miroslava Ryšky,599069,Orlová,413488,712493,Poruba,112526,Miroslava Ryšky,1148,1115,CZ080,Moravskoslezský,CZ0803,Karviná,8118,Orlová,OOP Orlová,OOP Orlová,0.7692992343
Kozí hůrka,599069,Orlová,413488,712493,Poruba,112518,Kozí hůrka,1303,1335,CZ080,Moravskoslezský,CZ0803,Karviná,8118,Orlová,OOP Orlová,OOP Orlová,0.650526415
Nad Kališoky,599069,Orlová,413488,712493,Poruba,112500,Nad Kališoky,543,561,CZ080,Moravskoslezský,CZ0803,Karviná,8118,Orlová,OOP Orlová,OOP Orlová,1.1071688387
Václavka,599069,Orlová,413488,712493,Poruba,112496,Václavka,2329,2270,CZ080,Moravskoslezský,CZ0803,Karviná,8118,Orlová,OOP Orlová,OOP Orlová,2.1128166785
Na staré koleji,599069,Orlová,413488,712493,Poruba,112488,Na staré koleji,39,27,CZ080,Moravskoslezský,CZ0803,Karviná,8118,Orlová,OOP Orlová,OOP Orlová,0.3484719702
Kondělkovice,599069,Orlová,413453,712531,Lutyně,315397,Kondělkovice,277,271,CZ080,Moravskoslezský,CZ0803,Karviná,8118,Orlová,OOP Orlová,OOP Orlová,0.452522365
Lutyně-sever,599069,Orlová,413453,712531,Lutyně,315389,Lutyně-sever,451,446,CZ080,Moravskoslezský,CZ0803,Karviná,8118,Orlová,OOP Orlová,OOP Orlová,0.8363588277
Olmovec,599069,Orlová,413453,712531,Lutyně,315371,Olmovec,6088,6510,CZ080,Moravskoslezský,CZ0803,Karviná,8118,Orlová,OOP Orlová,OOP Orlová,0.4481041381
U nemocnice,599069,Orlová,413453,712531,Lutyně,305014,U nemocnice,3967,4202,CZ080,Moravskoslezský,CZ0803,Karviná,8118,Orlová,OOP Orlová,OOP Orlová,0.251220681
U stadiónu,599069,Orlová,413453,712531,Lutyně,112534,U stadiónu,3739,3765,CZ080,Moravskoslezský,CZ0803,Karviná,8118,Orlová,OOP Orlová,OOP Orlová,0.4243873999
Výhoda,599069,Orlová,413453,712531,Lutyně,112585,Výhoda,350,339,CZ080,Moravskoslezský,CZ0803,Karviná,8118,Orlová,OOP Orlová,OOP Orlová,0.9439305889
Za továrnou,599069,Orlová,413453,712531,Lutyně,112577,Za továrnou,526,499,CZ080,Moravskoslezský,CZ0803,Karviná,8118,Orlová,OOP Orlová,OOP Orlová,0.9819499624
Zbytky,599069,Orlová,413453,712531,Lutyně,112569,Zbytky,495,489,CZ080,Moravskoslezský,CZ0803,Karviná,8118,Orlová,OOP Orlová,OOP Orlová,2.288382347
Lutyně-jih,599069,Orlová,413453,712531,Lutyně,112551,Lutyně-jih,3163,3261,CZ080,Moravskoslezský,CZ0803,Karviná,8118,Orlová,OOP Orlová,OOP Orlová,0.812055916
U domu kultury,599069,Orlová,413453,712531,Lutyně,112542,U domu kultury,3773,4626,CZ080,Moravskoslezský,CZ0803,Karviná,8118,Orlová,OOP Orlová,OOP Orlová,0.4430464371
Kotel,564290,Osečná,112763,712761,Kotel,112763,Kotel,25,28,CZ051,Liberecký,CZ0513,Liberec,5105,Liberec,OOP Český Dub,OOP Český Dub,4.3615255992
Osečná,564290,Osečná,112780,712787,Osečná,112780,Osečná,414,446,CZ051,Liberecký,CZ0513,Liberec,5105,Liberec,OOP Český Dub,OOP Český Dub,2.976515735
Osíčko,588822,Osíčko,113077,713074,Osíčko,113077,Osíčko,198,196,CZ072,Zlínský,CZ0721,Kroměříž,7201,Bystřice pod Hostýnem,OOP Bystřice pod Hostýnem,OOP Bystřice pod Hostýnem,4.0492627867
Martinská kolonie,554821,Ostrava,414107,713830,Mariánské Hory,320005,Martinská kolonie,702,692,CZ080,Moravskoslezský,CZ0806,Ostrava-město,8119,Ostrava,,OOP Ostrava - Mariánské Hory,0.2361008603
Odvaly u Odry,554821,Ostrava,414107,713830,Mariánské Hory,113921,Odvaly u Odry,0,0,CZ080,Moravskoslezský,CZ0806,Ostrava-město,8119,Ostrava,,OOP Ostrava - Mariánské Hory,1.7434031341
Nádraží Mariánské Hory,554821,Ostrava,414107,713830,Mariánské Hory,113905,Nádraží Mariánské Hory,1,0,CZ080,Moravskoslezský,CZ0806,Ostrava-město,8119,Ostrava,,OOP Ostrava - Mariánské Hory,0.4047799412
U nádraží,554821,Ostrava,414107,713830,Mariánské Hory,113891,U nádraží,0,0,CZ080,Moravskoslezský,CZ0806,Ostrava-město,8119,Ostrava,,OOP Ostrava - Mariánské Hory,0.5029060246
Sídliště Vršovců,554821,Ostrava,414107,713830,Mariánské Hory,113875,Sídliště Vršovců,829,805,CZ080,Moravskoslezský,CZ0806,Ostrava-město,8119,Ostrava,,OOP Ostrava - Mariánské Hory,0.0807724868
Mariánské Hory-střed,554821,Ostrava,414107,713830,Mariánské Hory,113867,Mariánské Hory-střed,1842,2107,CZ080,Moravskoslezský,CZ0806,Ostrava-město,8119,Ostrava,,OOP Ostrava - Mariánské Hory,0.3576855317
Švermova,554821,Ostrava,414107,713830,Mariánské Hory,113859,Švermova,162,69,CZ080,Moravskoslezský,CZ0806,Ostrava-město,8119,Ostrava,,OOP Ostrava - Mariánské Hory,0.557220762
Pod cihelnou,554821,Ostrava,414107,713830,Mariánské Hory,113841,Pod cihelnou,0,0,CZ080,Moravskoslezský,CZ0806,Ostrava-město,8119,Ostrava,,OOP Ostrava - Mariánské Hory,0.1151439786
Mariánské Hory-východ,554821,Ostrava,414107,713830,Mariánské Hory,113832,Mariánské Hory-východ,6001,6121,CZ080,Moravskoslezský,CZ0806,Ostrava-město,8119,Ostrava,,OOP Ostrava - Mariánské Hory,0.6456822454
Nad tratí,554821,Ostrava,414107,713830,Mariánské Hory,113913,Nad tratí,3,0,CZ080,Moravskoslezský,CZ0806,Ostrava-město,8119,Ostrava,,OOP Ostrava - Mariánské Hory,0.6778723228
U plynojemu,554821,Ostrava,414107,713830,Mariánské Hory,114006,U plynojemu,492,479,CZ080,Moravskoslezský,CZ0806,Ostrava-město,8119,Ostrava,,OOP Ostrava - Mariánské Hory,0.132751566
Hornické učiliště II,554821,Ostrava,414107,713830,Mariánské Hory,113999,Hornické učiliště II,593,535,CZ080,Moravskoslezský,CZ0806,Ostrava-město,8119,Ostrava,,OOP Ostrava - Mariánské Hory,0.0922643704
Martinská,554821,Ostrava,414107,713830,Mariánské Hory,113981,Martinská,414,451,CZ080,Moravskoslezský,CZ0806,Ostrava-město,8119,Ostrava,,OOP Ostrava - Mariánské Hory,0.0537650959
Nová Ves-sever,554821,Ostrava,414140,713937,Nová Ves,113930,Nová Ves-sever,388,411,CZ080,Moravskoslezský,CZ0806,Ostrava-město,8119,Ostrava,,OOP Ostrava - Mariánské Hory,1.0718600687
Nový rybník,554821,Ostrava,414140,713937,Nová Ves,113883,Nový rybník,6,6,CZ080,Moravskoslezský,CZ0806,Ostrava-město,8119,Ostrava,,OOP Ostrava - Mariánské Hory,0.631990808
Přední rybník,554821,Ostrava,414140,713937,Nová Ves,113956,Přední rybník,12,12,CZ080,Moravskoslezský,CZ0806,Ostrava-město,8119,Ostrava,,OOP Ostrava - Mariánské Hory,0.6404967729
Nová Ves-jih,554821,Ostrava,414140,713937,Nová Ves,113948,Nová Ves-jih,270,269,CZ080,Moravskoslezský,CZ0806,Ostrava-město,8119,Ostrava,,OOP Ostrava - Mariánské Hory,0.7226367902
Zábřeh-u stadiónu,554821,Ostrava,414069,714305,Zábřeh,114413,Zábřeh-u stadiónu,3691,3774,CZ080,Moravskoslezský,CZ0806,Ostrava-město,8119,Ostrava,,OOP Ostrava - Zábřeh,0.3763039932
Ulice Svornosti,554821,Ostrava,414069,714305,Zábřeh,114405,Ulice Svornosti,3135,3247,CZ080,Moravskoslezský,CZ0806,Ostrava-město,8119,Ostrava,,OOP Ostrava - Zábřeh,0.180367108
Louky-jih,554821,Ostrava,414069,714305,Zábřeh,114391,Louky-jih,7,5,CZ080,Moravskoslezský,CZ0806,Ostrava-město,8119,Ostrava,,OOP Ostrava - Zábřeh,0.2114995404
Gurtěvova,554821,Ostrava,414069,714305,Zábřeh,114375,Gurtěvova,4652,4728,CZ080,Moravskoslezský,CZ0806,Ostrava-město,8119,Ostrava,,OOP Ostrava - Zábřeh,0.3449962865
Nový Zábřeh-Chrjukinova,554821,Ostrava,414069,714305,Zábřeh,114367,Nový Zábřeh-Chrjukinova,2278,2425,CZ080,Moravskoslezský,CZ0806,Ostrava-město,8119,Ostrava,,OOP Ostrava - Zábřeh,0.2507504429
Zábřeh-jih,554821,Ostrava,414069,714305,Zábřeh,114359,Zábřeh-jih,5,0,CZ080,Moravskoslezský,CZ0806,Ostrava-město,8119,Ostrava,,OOP Ostrava - Zábřeh,0.7496054863
Louky-sever,554821,Ostrava,414069,714305,Zábřeh,114341,Louky-sever,3,1,CZ080,Moravskoslezský,CZ0806,Ostrava-město,8119,Ostrava,,OOP Ostrava - Zábřeh,0.8321568506
Nad Samaritánskou,554821,Ostrava,414069,714305,Zábřeh,114332,Nad Samaritánskou,8,3,CZ080,Moravskoslezský,CZ0806,Ostrava-město,8119,Ostrava,,OOP Ostrava - Vítkovice,0.1796996218
Starý Zábřeh-sever,554821,Ostrava,414069,714305,Zábřeh,114324,Starý Zábřeh-sever,6008,6155,CZ080,Moravskoslezský,CZ0806,Ostrava-město,8119,Ostrava,,OOP Ostrava - Vítkovice,0.7164164222
Starý Zábřeh-střed,554821,Ostrava,414069,714305,Zábřeh,114316,Starý Zábřeh-střed,5236,5257,CZ080,Moravskoslezský,CZ0806,Ostrava-město,8119,Ostrava,,OOP Ostrava - Vítkovice,0.6354644256
U lípy,554821,Ostrava,414069,714305,Zábřeh,114308,U lípy,4174,3976,CZ080,Moravskoslezský,CZ0806,Ostrava-město,8119,Ostrava,,OOP Ostrava - Zábřeh,0.724046796
Internáty,554821,Ostrava,414069,714305,Zábřeh,114294,Internáty,1468,1181,CZ080,Moravskoslezský,CZ0806,Ostrava-město,8119,Ostrava,,OOP Ostrava - Zábřeh,0.2813430827
Družstvo-jih,554821,Ostrava,414069,714305,Zábřeh,114286,Družstvo-jih,1747,1747,CZ080,Moravskoslezský,CZ0806,Ostrava-město,8119,Ostrava,,OOP Ostrava - Hrabůvka,0.4080797841
Družstvo-sever,554821,Ostrava,414069,714305,Zábřeh,114278,Družstvo-sever,976,1016,CZ080,Moravskoslezský,CZ0806,Ostrava-město,8119,Ostrava,,OOP Ostrava - Vítkovice,0.5201937482
Bělský les-východ,554821,Ostrava,414069,714305,Zábřeh,114430,Bělský les-východ,1,0,CZ080,Moravskoslezský,CZ0806,Ostrava-město,8119,Ostrava,,OOP Ostrava - Zábřeh,0.1863652938
Bělský les-západ,554821,Ostrava,414069,714305,Zábřeh,114421,Bělský les-západ,2,0,CZ080,Moravskoslezský,CZ0806,Ostrava-město,8119,Ostrava,,OOP Ostrava - Zábřeh,0.2817917025
Volgogradská-sever,554821,Ostrava,414069,714305,Zábřeh,114383,Volgogradská-sever,7149,6417,CZ080,Moravskoslezský,CZ0806,Ostrava-město,8119,Ostrava,,OOP Ostrava - Zábřeh,0.5608233729
Hrabová-za řekou,554821,Ostrava,114537,714534,Hrabová,319988,Hrabová-za řekou,0,0,CZ080,Moravskoslezský,CZ0806,Ostrava-město,8119,Ostrava,,OOP Vratimov,0.3502230046
Krmelínská,554821,Ostrava,114537,714534,Hrabová,114561,Krmelínská,163,142,CZ080,Moravskoslezský,CZ0806,Ostrava-město,8119,Ostrava,,OOP Ostrava - Hrabůvka,0.3854542853
Na Místecké,554821,Ostrava,114537,714534,Hrabová,114553,Na Místecké,54,50,CZ080,Moravskoslezský,CZ0806,Ostrava-město,8119,Ostrava,,OOP Ostrava - Hrabůvka,4.3160533751
U Ostravice,554821,Ostrava,114537,714534,Hrabová,114545,U Ostravice,29,14,CZ080,Moravskoslezský,CZ0806,Ostrava-město,8119,Ostrava,,OOP Ostrava - Hrabůvka,2.0931708296
Hrabová,554821,Ostrava,114537,714534,Hrabová,114537,Hrabová,1787,1869,CZ080,Moravskoslezský,CZ0806,Ostrava-město,8119,Ostrava,,OOP Ostrava - Hrabůvka,1.8389168494
Sídliště Šídlovec,554821,Ostrava,114537,714534,Hrabová,114529,Sídliště Šídlovec,1589,1663,CZ080,Moravskoslezský,CZ0806,Ostrava-město,8119,Ostrava,,OOP Ostrava - Hrabůvka,0.2267032809
Heřmanický rybník,554821,Ostrava,114693,714691,Heřmanice,114685,Heřmanický rybník,0,0,CZ080,Moravskoslezský,CZ0806,Ostrava-město,8119,Ostrava,,OOP Slezská Ostrava,2.5757136845
Ida,554821,Ostrava,114693,714691,Heřmanice,114677,Ida,7,0,CZ080,Moravskoslezský,CZ0806,Ostrava-město,8119,Ostrava,,OOP Slezská Ostrava,0.3722962886
Heřmanice-Koněvova,554821,Ostrava,114693,714691,Heřmanice,114669,Heřmanice-Koněvova,153,137,CZ080,Moravskoslezský,CZ0806,Ostrava-město,8119,Ostrava,,OOP Slezská Ostrava,0.1636674334
Vrbická,554821,Ostrava,114693,714691,Heřmanice,114715,Vrbická,786,798,CZ080,Moravskoslezský,CZ0806,Ostrava-město,8119,Ostrava,,OOP Slezská Ostrava,0.5784872224
U Velkého Dvora,554821,Ostrava,114693,714691,Heřmanice,114707,U Velkého Dvora,89,84,CZ080,Moravskoslezský,CZ0806,Ostrava-město,8119,Ostrava,,OOP Slezská Ostrava,1.2057734609
Heřmanice,554821,Ostrava,114693,714691,Heřmanice,114693,Heřmanice,1548,1501,CZ080,Moravskoslezský,CZ0806,Ostrava-město,8119,Ostrava,,OOP Slezská Ostrava,2.193891503
Na cihelně,554821,Ostrava,114944,714941,Muglinov,114961,Na cihelně,6,4,CZ080,Moravskoslezský,CZ0806,Ostrava-město,8119,Ostrava,,OOP Slezská Ostrava,0.2236350324
Rehabilitační středisko,554821,Ostrava,114944,714941,Muglinov,114952,Rehabilitační středisko,0,0,CZ080,Moravskoslezský,CZ0806,Ostrava-město,8119,Ostrava,,OOP Slezská Ostrava,0.0671484353
Muglinov,554821,Ostrava,114944,714941,Muglinov,114944,Muglinov,3222,3226,CZ080,Moravskoslezský,CZ0806,Ostrava-město,8119,Ostrava,,OOP Slezská Ostrava,1.2669591467
Mexiko,554821,Ostrava,114944,714941,Muglinov,114936,Mexiko,978,1019,CZ080,Moravskoslezský,CZ0806,Ostrava-město,8119,Ostrava,,OOP Slezská Ostrava,0.4654167413
Vědecko-výzkumný ústav,554821,Ostrava,414166,715018,Radvanice,319937,Vědecko-výzkumný ústav,67,36,CZ080,Moravskoslezský,CZ0806,Ostrava-město,8119,Ostrava,,OOP Slezská Ostrava,0.106150372
U Lučiny,554821,Ostrava,414166,715018,Radvanice,115126,U Lučiny,12,3,CZ080,Moravskoslezský,CZ0806,Ostrava-město,8119,Ostrava,,OOP Slezská Ostrava,0.7112521012
U Bučínského lesa,554821,Ostrava,414166,715018,Radvanice,115118,U Bučínského lesa,253,244,CZ080,Moravskoslezský,CZ0806,Ostrava-město,8119,Ostrava,,OOP Slezská Ostrava,0.4366922678
Radvanice-střed,554821,Ostrava,414166,715018,Radvanice,115011,Radvanice-střed,1432,1643,CZ080,Moravskoslezský,CZ0806,Ostrava-město,8119,Ostrava,,OOP Slezská Ostrava,0.9008272748
Ludvík,554821,Ostrava,414166,715018,Radvanice,115053,Ludvík,254,287,CZ080,Moravskoslezský,CZ0806,Ostrava-město,8119,Ostrava,,OOP Slezská Ostrava,0.9299536762
Velký ostravský les,554821,Ostrava,414166,715018,Radvanice,115045,Velký ostravský les,0,0,CZ080,Moravskoslezský,CZ0806,Ostrava-město,8119,Ostrava,,OOP Slezská Ostrava,1.7182398398
Lipinská,554821,Ostrava,414166,715018,Radvanice,115100,Lipinská,533,554,CZ080,Moravskoslezský,CZ0806,Ostrava-město,8119,Ostrava,,OOP Slezská Ostrava,0.9792535183
U Velkého lesa,554821,Ostrava,414166,715018,Radvanice,115037,U Velkého lesa,579,492,CZ080,Moravskoslezský,CZ0806,Ostrava-město,8119,Ostrava,,OOP Slezská Ostrava,0.3985584616
Trnkovec,554821,Ostrava,414166,715018,Radvanice,115029,Trnkovec,1525,1484,CZ080,Moravskoslezský,CZ0806,Ostrava-město,8119,Ostrava,,OOP Slezská Ostrava,1.3219682992
Les Bučina,554821,Ostrava,414166,715018,Radvanice,115061,Les Bučina,2,2,CZ080,Moravskoslezský,CZ0806,Ostrava-město,8119,Ostrava,,OOP Slezská Ostrava,0.6353956308
Vysoké školy,554821,Ostrava,414085,715174,Poruba,115282,Vysoké školy,415,310,CZ080,Moravskoslezský,CZ0806,Ostrava-město,8119,Ostrava,,OOP Ostrava - Poruba 2,0.5848659694
Myslivna,554821,Ostrava,414085,715174,Poruba,115274,Myslivna,164,154,CZ080,Moravskoslezský,CZ0806,Ostrava-město,8119,Ostrava,,OOP Ostrava - Poruba 2,1.3447376613
Budovatelská,554821,Ostrava,414085,715174,Poruba,115142,Budovatelská,3162,3222,CZ080,Moravskoslezský,CZ0806,Ostrava-město,8119,Ostrava,,OOP Ostrava - Poruba 1,0.1884315588
První obvod,554821,Ostrava,414085,715174,Poruba,115134,První obvod,2127,2221,CZ080,Moravskoslezský,CZ0806,Ostrava-město,8119,Ostrava,,OOP Ostrava - Poruba 1,0.1695012396
Nemocnice Poruba,554821,Ostrava,414085,715174,Poruba,115266,Nemocnice Poruba,42,26,CZ080,Moravskoslezský,CZ0806,Ostrava-město,8119,Ostrava,,OOP Ostrava - Poruba 2,0.3394433077
Pátý obvod-jih,554821,Ostrava,414085,715174,Poruba,115258,Pátý obvod-jih,3364,3278,CZ080,Moravskoslezský,CZ0806,Ostrava-město,8119,Ostrava,,OOP Ostrava - Poruba 1,0.2966562408
Pátý obvod-sever,554821,Ostrava,414085,715174,Poruba,115240,Pátý obvod-sever,4238,4119,CZ080,Moravskoslezský,CZ0806,Ostrava-město,8119,Ostrava,,OOP Ostrava - Poruba 1,0.424413124
Poliklinika Poruba,554821,Ostrava,414085,715174,Poruba,115207,Poliklinika Poruba,3346,3132,CZ080,Moravskoslezský,CZ0806,Ostrava-město,8119,Ostrava,,OOP Ostrava - Poruba 1,0.2645099742
Poruba-u stadiónu,554821,Ostrava,414085,715174,Poruba,115193,Poruba-u stadiónu,3021,2993,CZ080,Moravskoslezský,CZ0806,Ostrava-město,8119,Ostrava,,OOP Ostrava - Poruba 1,0.3105856951
Bohuslava Martinů,554821,Ostrava,414085,715174,Poruba,115185,Bohuslava Martinů,2883,2914,CZ080,Moravskoslezský,CZ0806,Ostrava-město,8119,Ostrava,,OOP Ostrava - Poruba 1,0.1881911385
Havanská,554821,Ostrava,414085,715174,Poruba,115177,Havanská,3051,3208,CZ080,Moravskoslezský,CZ0806,Ostrava-město,8119,Ostrava,,OOP Ostrava - Poruba 1,0.1693090914
Náměstí Vítězslava Nováka,554821,Ostrava,414085,715174,Poruba,115169,Náměstí Vítězslava Nováka,2061,2146,CZ080,Moravskoslezský,CZ0806,Ostrava-město,8119,Ostrava,,OOP Ostrava - Poruba 1,0.0987428514
Dům kultury Poruba,554821,Ostrava,414085,715174,Poruba,115151,Dům kultury Poruba,3571,3769,CZ080,Moravskoslezský,CZ0806,Ostrava-město,8119,Ostrava,,OOP Ostrava - Poruba 1,0.1988107293
Liptaňské náměstí,554821,Ostrava,414085,715174,Poruba,115215,Liptaňské náměstí,2864,2843,CZ080,Moravskoslezský,CZ0806,Ostrava-město,8119,Ostrava,,OOP Ostrava - Poruba 1,0.1789563032
Záhumenice,554821,Ostrava,414085,715174,Poruba,115541,Záhumenice,4,4,CZ080,Moravskoslezský,CZ0806,Ostrava-město,8119,Ostrava,,OOP Ostrava - Poruba 1,3.5289674061
Stará Poruba-západ,554821,Ostrava,414085,715174,Poruba,115533,Stará Poruba-západ,1275,1138,CZ080,Moravskoslezský,CZ0806,Ostrava-město,8119,Ostrava,,OOP Ostrava - Poruba 2,0.8483576723
Stará Poruba-východ,554821,Ostrava,414085,715174,Poruba,115525,Stará Poruba-východ,595,2533,CZ080,Moravskoslezský,CZ0806,Ostrava-město,8119,Ostrava,,OOP Ostrava - Poruba 1,0.8931408893
Domovy důchodců,554821,Ostrava,414085,715221,Poruba,320021,Domovy důchodců,379,328,CZ080,Moravskoslezský,CZ0806,Ostrava-město,8119,Ostrava,,OOP Ostrava - Poruba 2,0.0550021758
Osmý obvod,554821,Ostrava,414085,715221,Poruba,115291,Osmý obvod,9722,9705,CZ080,Moravskoslezský,CZ0806,Ostrava-město,8119,Ostrava,,OOP Ostrava - Poruba 2,0.9907357446
